"Group","Year","estimate","conf.low","conf.high","n_stocks","fraction","Abundance_Index","Upper_Bound","Lower_Bound"
"seagrass",1950,-0.231032043861151,-0.592747072583205,0.113170742743171,11,0.020109689213894,0.898072364955536,1.26705860760816,0.625490174103569
"seagrass",1951,-0.106855413305347,-0.426677353842385,0.228778278402035,6,0.0109689213893967,1.0168117546003,1.42234325753058,0.738488359622681
"seagrass",1952,-0.0441051759282699,-0.366070825367254,0.263460545358638,4,0.00731261425959781,1.08266136698068,1.47253876161725,0.784629685397971
"seagrass",1953,0.0923682558685226,-0.191697456972875,0.367603920016278,10,0.0182815356489945,1.24097290202276,1.63416396067435,0.934101623138324
"seagrass",1954,0.162597706403122,-0.0809766327537152,0.435434008551695,18,0.0329067641681901,1.33125901318539,1.74885523607151,1.04346904422673
"seagrass",1955,0.190545498171884,-0.0933096438493453,0.502225483842389,3,0.00548446069469835,1.36898954961825,1.86965308639543,1.03067896116177
"seagrass",1956,0.207366673916708,-0.107077838222806,0.528483586810225,8,0.0146252285191956,1.39221233311133,1.91939686010656,1.01658561548013
"seagrass",1957,0.106470548477235,-0.231787719013069,0.409331567103425,4,0.00731261425959781,1.25859744615718,1.70379647483169,0.897393970339974
"seagrass",1958,0.0225543770877207,-0.309397645169799,0.350728102335259,2,0.0036563071297989,1.15729084085537,1.60681750352967,0.830381346035968
"seagrass",1959,-0.0278007190057644,-0.328550058202287,0.262458102939718,10,0.0182815356489945,1.10045826270828,1.47106336592227,0.814628870003178
"seagrass",1960,0.0861775031423803,-0.165482897580196,0.368967151641965,15,0.0274223034734918,1.2333140770529,1.63639322382287,0.958912467468481
"seagrass",1961,0.0213491513389264,-0.238968178676811,0.266986588179815,11,0.020109689213894,1.15589688432001,1.4777401611362,0.890973348229219
"seagrass",1962,0.03272422862065,-0.292220058144359,0.3162638587998,4,0.00731261425959781,1.16912036719415,1.55238316090525,0.84476850847322
"seagrass",1963,0.0712874429849189,-0.236890916498721,0.381269601002719,6,0.0109689213893967,1.21508600160607,1.65664921225073,0.89282605708199
"seagrass",1964,0.0263281815692369,-0.279097642386411,0.356209842638692,2,0.0036563071297989,1.16166648143,1.61564984598557,0.855926964891455
"seagrass",1965,-0.0269640268056163,-0.308840243779977,0.242200646148112,12,0.0219378427787934,1.10137939285075,1.44156317161773,0.830844330774512
"seagrass",1966,-0.0282211365295331,-0.301666318240037,0.220677006289445,15,0.0274223034734918,1.09999570801033,1.41086701660508,0.836826177144269
"seagrass",1967,0.0534218178967969,-0.238901742175719,0.340010928210885,8,0.0146252285191956,1.19357049689644,1.58968890956602,0.891032543347378
"seagrass",1968,0.033838909598316,-0.259810336035644,0.336386103279209,10,0.0182815356489945,1.17042429002204,1.58393699670962,0.872595721455862
"seagrass",1969,-0.00918547315843424,-0.255344694262514,0.270980598328257,10,0.0182815356489945,1.12113542191768,1.4836540725861,0.876501134959361
"seagrass",1970,-0.038626556978683,-0.261675506184087,0.171198439804726,32,0.0585009140767824,1.08860913395927,1.34275819686757,0.870969698840357
"seagrass",1971,-0.210349426225,-0.43568968351806,0.00469567158338586,27,0.0493601462522852,0.916840267945085,1.13680658015858,0.731862759953729
"seagrass",1972,-0.249974928406606,-0.475912854403268,-0.00351515858615687,23,0.0420475319926874,0.881220400161351,1.127510670188,0.70300910200074
"seagrass",1973,-0.312400059834956,-0.574583362827962,-0.024915900607288,2,0.0036563071297989,0.827891935895777,1.1036374684621,0.636955204613492
"seagrass",1974,-0.404246623514909,-0.66207361480781,-0.162380229709183,18,0.0329067641681901,0.755240370410833,0.961892274657987,0.58359606774163
"seagrass",1975,-0.472291316782829,-0.740144772871914,-0.199957872128617,13,0.0237659963436929,0.705559691651639,0.926417337323427,0.539767191976673
"seagrass",1976,-0.507698005038897,-0.782630840994494,-0.209123403961147,5,0.00914076782449726,0.681015242524495,0.917965023872998,0.517314937509551
"seagrass",1977,-0.559756724987742,-0.82951013177407,-0.285841775830033,15,0.0274223034734918,0.646469466719953,0.850173900744088,0.49362324374397
"seagrass",1978,-0.702703477709021,-0.948184087536267,-0.470870596174729,33,0.0603290676416819,0.560359877540427,0.706562807250587,0.438385476193046
"seagrass",1979,-0.492242763002198,-0.736814847516024,-0.249846981578699,12,0.0219378427787934,0.691622253755622,0.881333156729507,0.54156757233801
"seagrass",1980,-0.38953819244921,-0.605531300365885,-0.158305843270645,24,0.0438756855575868,0.766430866916923,0.96581939035795,0.61754466207506
"seagrass",1981,-0.348401156440658,-0.568304858933263,-0.135197707731872,19,0.0347349177330896,0.798617044246329,0.988397540521145,0.640966910924941
"seagrass",1982,-0.22756303609497,-0.447500377371069,-0.0155146557505799,32,0.0585009140767824,0.901193194926186,1.11406195935261,0.72326979726687
"seagrass",1983,-0.278873966326864,-0.518912914160674,-0.034163653976179,10,0.0182815356489945,0.856118436675251,1.09347834826546,0.673420385885447
"seagrass",1984,-0.460991258149707,-0.625479781956632,-0.290181503375744,75,0.137111517367459,0.713577774620518,0.8464923718425,0.605347644217991
"seagrass",1985,-0.458304087141079,-0.622959424648989,-0.278646202854836,60,0.109689213893967,0.715497858770719,0.856313451390627,0.606875260837972
"seagrass",1986,-0.459475588487958,-0.645855224764185,-0.290129058918354,71,0.129798903107861,0.71466014285395,0.846536766839752,0.593138226462021
"seagrass",1987,-0.442279225512344,-0.596350041753849,-0.280887727746762,88,0.160877513711152,0.727055974214572,0.854396153112729,0.623240607283225
"seagrass",1988,-0.343107912352907,-0.508754442913636,-0.167006882881845,49,0.0895795246800731,0.802855526959646,0.95745221194909,0.680296172122498
"seagrass",1989,-0.322869196477801,-0.486249650249388,-0.1654782764224,79,0.144424131627057,0.819269833826149,0.958916898764545,0.695779669391443
"seagrass",1990,-0.2076951049438,-0.357451143284897,-0.0532932889443353,91,0.16636197440585,0.91927708920231,1.07275931224377,0.791422176338533
"seagrass",1991,-0.173094335252574,-0.328195502563247,-0.0112985671335735,82,0.149908592321755,0.951641471458665,1.11876885867816,0.814917752472191
"seagrass",1992,-0.106874756807906,-0.253569343063202,0.0393047130298907,105,0.191956124314442,1.01679208608975,1.1768391142367,0.87805861442795
"seagrass",1993,-0.0240911576248406,-0.192663813609438,0.152832427012134,69,0.126142595978062,1.10454806117024,1.31832216575007,0.933199383848256
"seagrass",1994,-0.0570872538077754,-0.206512462146008,0.0762047176238558,116,0.212065813528336,1.068697012091,1.2210756274346,0.920364908755221
"seagrass",1995,0.0245967337130885,-0.117944469858108,0.183686747190078,122,0.223034734917733,1.15965685677338,1.35963211803029,1.00559855833812
"seagrass",1996,-0.0508111278624464,-0.203210577383069,0.106509995347972,114,0.208409506398537,1.0754253810962,1.25864709486719,0.923408870263294
"seagrass",1997,-0.126078703609803,-0.282804860648445,0.0218505112122182,78,0.142595978062157,0.997451962679675,1.15647654993387,0.852759731256824
"seagrass",1998,-0.191355767986832,-0.347340174582076,-0.050875908476601,82,0.149908592321755,0.934420849909825,1.07535571663601,0.799464812095857
"seagrass",1999,-0.257301316471375,-0.396114850485275,-0.114599064861506,123,0.224862888482633,0.87478783006441,1.00896832625618,0.76140685191962
"seagrass",2000,-0.159270312745667,-0.30060696932957,-0.0141675782532097,119,0.217550274223035,0.964888336096444,1.11556369840108,0.837713137760711
"seagrass",2001,-0.0801511849469202,-0.212536393719454,0.0548218029743205,156,0.285191956124314,1.04433072904974,1.19524264800125,0.914837359028127
